distance_km,weather_risk_score,traffic_risk_score,congestion_score,disruptions_count,priority,current_eta_minutes,is_delayed,actual_delay_min,delay_probability,risk_level
235.3,0.3448,0.5829,0.2239,0,high,264.9,0,0.0,0.3434,low
269.9,0.6061,0.1805,0.3213,1,medium,383.2,1,90.8,0.3461,low
395.1,0.076,0.4849,0.6137,2,medium,596.8,0,0.0,0.4851,medium
899.9,0.5285,0.3574,0.3956,1,medium,1207.0,0,0.0,0.5775,medium
211.7,0.2244,0.1714,0.4058,1,medium,339.2,1,85.6,0.3717,medium
182.6,0.1029,0.1712,0.7245,0,high,327.5,0,0.0,0.1401,low
122.0,0.2391,0.2239,0.2662,1,medium,207.9,1,39.0,0.4724,medium
319.6,0.4221,0.4914,0.2504,0,medium,407.4,0,0.0,0.4378,medium
119.9,0.4135,0.4804,0.3928,5,low,149.4,0,0.0,0.6344,high
221.1,0.1646,0.4974,0.483,0,high,320.9,0,0.0,0.3565,medium
165.6,0.1786,0.4116,0.1976,1,high,183.5,1,57.3,0.3627,medium
600.8,0.3454,0.6092,0.1354,1,medium,726.2,1,124.1,0.364,medium
214.8,0.3344,0.1704,0.466,1,medium,324.2,1,96.0,0.3818,medium
386.8,0.2561,0.4442,0.0882,1,medium,466.9,0,0.0,0.3718,medium
105.4,0.5117,0.2994,0.0289,1,medium,148.6,0,0.0,0.3304,low
325.5,0.3046,0.4467,0.2878,0,medium,394.6,1,49.3,0.2441,low
136.7,0.1741,0.3713,0.2893,1,high,209.4,1,53.9,0.3622,medium
226.6,0.3703,0.6027,0.181,1,medium,406.7,1,122.5,0.6137,high
1258.0,0.3698,0.2962,0.2082,1,medium,2195.2,0,0.0,0.5862,medium
547.8,0.0869,0.2414,0.5826,2,high,807.0,1,210.1,0.5202,medium
274.9,0.1755,0.3558,0.3205,0,high,350.4,0,0.0,0.275,low
2000.0,0.3299,0.5094,0.3139,2,high,2516.0,1,831.0,0.8256,critical
164.9,0.4255,0.2379,0.1155,2,medium,187.5,1,90.9,0.4489,medium
637.4,0.1778,0.0923,0.5818,1,medium,1046.6,1,191.6,0.389,medium
110.4,0.0819,0.5099,0.0989,0,medium,178.4,0,0.0,0.3025,low
255.0,0.2429,0.3553,0.2644,2,medium,384.9,1,111.6,0.4176,medium
124.5,0.0563,0.3039,0.1408,0,medium,194.5,0,0.0,0.1831,low
353.3,0.3052,0.2261,0.3258,0,medium,554.1,0,0.0,0.2248,low
309.9,0.2722,0.043,0.654,0,high,494.9,1,92.7,0.4189,medium
244.7,0.2331,0.2953,0.4663,2,medium,342.3,1,124.5,0.5328,medium
607.8,0.2788,0.1493,0.275,2,critical,847.3,1,161.7,0.3904,medium
206.7,0.3029,0.4386,0.0683,2,low,340.9,1,74.4,0.3657,medium
369.6,0.0696,0.1598,0.1154,0,medium,466.1,1,82.8,0.3664,medium
509.5,0.241,0.4208,0.0633,3,low,626.6,1,177.3,0.4744,medium
114.0,0.3098,0.1396,0.2023,0,critical,146.4,0,0.0,0.1785,low
183.7,0.2245,0.6765,0.5015,2,medium,248.5,1,117.3,0.4832,medium
309.5,0.2187,0.6524,0.4397,0,low,342.1,0,0.0,0.3156,low
450.2,0.4847,0.3597,0.4621,0,medium,598.4,0,0.0,0.4397,medium
752.8,0.4889,0.4894,0.1386,2,medium,874.9,0,0.0,0.4716,medium
259.7,0.2048,0.2855,0.4309,0,critical,351.7,1,46.0,0.2648,low
243.3,0.298,0.2587,0.1635,0,high,419.5,0,0.0,0.2866,low
169.5,0.1898,0.4526,0.0181,0,high,303.8,0,0.0,0.3119,low
370.4,0.4848,0.435,0.0809,0,medium,556.2,0,0.0,0.388,medium
246.4,0.0841,0.3578,0.34,1,medium,315.1,1,53.2,0.3794,medium
250.1,0.4433,0.2953,0.4271,1,medium,404.3,0,0.0,0.3848,medium
281.2,0.2854,0.6962,0.2925,0,low,409.0,1,115.7,0.488,medium
427.8,0.0837,0.4592,0.0839,0,high,764.3,1,131.3,0.3864,medium
207.2,0.508,0.3817,0.4174,0,critical,253.2,1,81.4,0.4877,medium
180.9,0.5588,0.2583,0.3476,1,low,321.5,0,0.0,0.3755,medium
395.7,0.3427,0.0963,0.1185,0,medium,581.1,1,33.4,0.1283,low
50.0,0.1963,0.6003,0.251,1,medium,73.8,0,0.0,0.46,medium
201.9,0.1416,0.2848,0.0901,0,medium,276.1,0,0.0,0.1737,low
141.4,0.1863,0.2891,0.1061,2,high,204.4,0,0.0,0.3333,low
653.4,0.2959,0.5105,0.2951,0,high,776.1,0,0.0,0.4233,medium
224.4,0.5968,0.1382,0.1583,1,high,303.1,1,97.2,0.3754,medium
207.6,0.1609,0.1865,0.0485,0,high,306.1,0,0.0,0.1028,low
289.6,0.2284,0.3213,0.2873,1,high,336.8,0,0.0,0.3761,medium
203.0,0.3264,0.2106,0.3285,0,high,269.9,0,0.0,0.1182,low
230.0,0.1234,0.584,0.4954,1,medium,370.5,0,0.0,0.4336,medium
318.3,0.632,0.2046,0.2228,1,high,454.7,0,0.0,0.4107,medium
227.2,0.2287,0.1567,0.3627,1,medium,282.2,0,0.0,0.4442,medium
226.1,0.0874,0.6376,0.2763,0,high,380.4,0,0.0,0.3641,medium
155.0,0.2434,0.214,0.352,0,medium,258.3,0,0.0,0.3403,low
141.2,0.1425,0.2317,0.2122,3,low,174.3,1,113.7,0.408,medium
310.9,0.4449,0.0718,0.3893,0,medium,419.5,1,87.8,0.3386,low
364.8,0.1773,0.6505,0.1324,3,low,531.1,1,208.3,0.6202,high
118.1,0.1331,0.588,0.2079,0,medium,180.1,0,0.0,0.0733,low
489.8,0.3367,0.3128,0.2843,1,critical,817.4,1,146.5,0.3654,medium
491.1,0.336,0.4751,0.3693,0,high,615.0,1,105.2,0.3704,medium
563.2,0.1558,0.5692,0.3579,1,low,784.9,0,0.0,0.5896,medium
363.2,0.3266,0.7454,0.0318,1,high,485.7,0,0.0,0.5843,medium
452.2,0.1453,0.1934,0.136,0,low,770.0,0,0.0,0.2516,low
1236.8,0.3138,0.6238,0.4882,2,medium,2072.0,0,0.0,0.6697,high
245.7,0.237,0.4208,0.4063,0,medium,430.8,1,65.8,0.2644,low
151.5,0.064,0.4931,0.3204,0,medium,195.0,0,0.0,0.3873,medium
110.3,0.3143,0.4172,0.1902,1,critical,156.7,0,0.0,0.5172,medium
935.6,0.0386,0.3812,0.2941,0,medium,1611.4,0,0.0,0.2481,low
943.6,0.098,0.1483,0.1431,2,medium,1515.6,0,0.0,0.5666,medium
163.9,0.1662,0.3228,0.4057,0,low,291.4,1,91.8,0.2429,low
186.3,0.034,0.1111,0.2163,0,low,223.8,0,0.0,0.01,low
242.1,0.3462,0.1963,0.2482,0,high,397.3,0,0.0,0.1999,low
662.3,0.2181,0.306,0.2802,0,critical,1008.9,0,0.0,0.3289,low
129.4,0.4137,0.2719,0.3034,0,medium,165.0,0,0.0,0.2791,low
83.2,0.0701,0.3041,0.0058,0,critical,99.8,0,0.0,0.2242,low
1222.8,0.647,0.3841,0.3168,3,medium,1938.6,1,655.0,0.8198,critical
366.1,0.3115,0.4211,0.1389,0,critical,652.6,1,116.8,0.2842,low
401.6,0.4211,0.285,0.5942,0,medium,643.2,1,131.5,0.4622,medium
261.6,0.1167,0.6184,0.2523,0,critical,366.0,1,117.7,0.4724,medium
404.5,0.3512,0.0688,0.3076,0,medium,680.9,0,0.0,0.3813,medium
111.7,0.1887,0.2722,0.2537,0,medium,195.5,0,0.0,0.114,low
173.0,0.0466,0.3003,0.5796,1,medium,279.3,1,49.8,0.2667,low
320.0,0.2174,0.4362,0.2541,4,medium,513.0,1,218.2,0.5944,medium
68.3,0.1372,0.3338,0.3918,1,medium,101.2,0,0.0,0.4488,medium
245.5,0.2338,0.2368,0.2318,1,low,275.9,0,0.0,0.1818,low
235.9,0.1675,0.2767,0.5588,1,medium,329.0,0,0.0,0.4047,medium
245.5,0.2362,0.2806,0.1144,0,low,408.6,1,59.7,0.2858,low
208.9,0.1603,0.7163,0.374,1,low,346.4,1,122.3,0.4448,medium
156.4,0.2826,0.113,0.0786,1,medium,222.5,0,0.0,0.4359,medium
91.4,0.2598,0.379,0.5274,2,high,136.8,0,0.0,0.5155,medium
328.4,0.1104,0.4641,0.2199,0,high,430.9,0,0.0,0.1992,low
245.9,0.2027,0.409,0.3442,3,high,420.1,0,0.0,0.436,medium
122.2,0.3861,0.4734,0.5537,1,medium,151.9,0,0.0,0.5493,medium
311.3,0.2998,0.1938,0.4534,0,critical,390.0,0,0.0,0.4055,medium
246.7,0.2359,0.315,0.0642,1,low,327.3,0,0.0,0.0717,low
221.5,0.1163,0.3732,0.1131,0,high,338.6,0,0.0,0.137,low
73.6,0.1704,0.4669,0.3575,0,medium,115.2,0,0.0,0.2332,low
465.8,0.1517,0.2827,0.1346,0,medium,777.2,0,0.0,0.1537,low
134.1,0.1771,0.2004,0.0579,0,low,228.2,0,0.0,0.1605,low
311.4,0.3692,0.1439,0.1279,0,critical,422.0,1,77.8,0.3665,medium
176.7,0.2336,0.3309,0.0937,0,medium,272.8,0,0.0,0.2629,low
232.1,0.1107,0.5486,0.5454,0,low,411.9,0,0.0,0.2218,low
632.1,0.376,0.264,0.3795,1,critical,771.1,0,0.0,0.4115,medium
422.2,0.3616,0.1784,0.3588,0,high,753.0,1,52.4,0.243,low
623.0,0.513,0.6495,0.0766,1,medium,740.2,1,193.5,0.4894,medium
370.5,0.1465,0.1564,0.075,2,low,565.5,1,120.5,0.3649,medium
386.6,0.0377,0.4869,0.2999,0,medium,497.3,0,0.0,0.3701,medium
93.9,0.2112,0.1481,0.2297,3,medium,142.0,0,0.0,0.499,medium
243.1,0.2163,0.3352,0.2042,0,low,294.3,1,44.5,0.361,medium
258.2,0.196,0.5647,0.052,4,medium,401.4,1,170.8,0.4907,medium
662.1,0.4964,0.4959,0.4345,1,high,931.0,0,0.0,0.5229,medium
215.1,0.2083,0.3703,0.3073,0,medium,257.7,1,68.7,0.4857,medium
355.0,0.3837,0.6116,0.1797,4,medium,525.2,1,263.7,0.7315,high
346.1,0.1713,0.7915,0.3531,3,low,392.0,1,181.1,0.6191,high
634.3,0.2267,0.6684,0.3532,2,low,905.2,0,0.0,0.6841,high
274.0,0.0752,0.1588,0.1627,0,medium,331.9,0,0.0,0.2836,low
511.9,0.0558,0.1503,0.3008,2,high,664.6,0,0.0,0.4022,medium
98.7,0.1998,0.4652,0.58,0,high,136.6,0,0.0,0.4461,medium
104.7,0.0599,0.4261,0.2676,0,critical,154.7,0,0.0,0.2633,low
67.8,0.3533,0.0049,0.3597,0,high,92.5,1,19.9,0.2014,low
498.1,0.3752,0.4005,0.1574,1,medium,799.1,0,0.0,0.361,medium
463.1,0.3172,0.4956,0.1242,0,high,575.2,0,0.0,0.3552,medium
535.4,0.541,0.1536,0.3414,0,low,688.9,1,110.2,0.3685,medium
192.4,0.2657,0.4412,0.0564,0,low,279.4,1,72.2,0.3471,low
207.2,0.083,0.5431,0.0934,3,high,296.8,0,0.0,0.4568,medium
276.3,0.4307,0.5644,0.3219,0,medium,436.8,1,129.8,0.4398,medium
763.9,0.3207,0.6414,0.3096,0,high,1282.0,0,0.0,0.5428,medium
898.7,0.4743,0.4627,0.637,0,medium,1230.4,0,0.0,0.6184,high
500.7,0.2794,0.3277,0.169,1,medium,774.4,0,0.0,0.4174,medium
370.6,0.5959,0.4149,0.1273,0,high,468.3,1,125.2,0.4768,medium
711.9,0.2424,0.1147,0.1288,0,high,898.3,0,0.0,0.3607,medium
253.1,0.3343,0.455,0.203,0,low,329.2,0,0.0,0.2827,low
231.8,0.0897,0.4341,0.3341,2,low,397.2,0,0.0,0.338,low
274.8,0.2228,0.4417,0.376,1,medium,468.1,0,0.0,0.3681,medium
158.2,0.231,0.4307,0.0301,4,medium,205.6,1,153.6,0.4721,medium
266.7,0.1449,0.3664,0.0976,1,high,378.3,1,112.4,0.4058,medium
144.6,0.2088,0.471,0.1246,0,medium,207.1,1,50.6,0.2807,low
581.9,0.0533,0.5692,0.3536,1,high,852.6,0,0.0,0.4239,medium
425.6,0.4108,0.4554,0.2365,0,low,545.9,0,0.0,0.1407,low
756.9,0.1175,0.2917,0.3496,1,high,1270.1,1,232.6,0.433,medium
103.6,0.4537,0.391,0.2537,0,medium,167.8,1,58.7,0.4188,medium
1028.8,0.2969,0.4832,0.3959,0,high,1740.0,1,209.4,0.3282,low
107.5,0.1497,0.2408,0.3711,0,high,161.9,0,0.0,0.235,low
137.2,0.4547,0.1625,0.1257,2,medium,220.3,0,0.0,0.5631,medium
199.6,0.2531,0.2516,0.309,3,high,272.4,1,163.5,0.6747,high
699.3,0.2281,0.3332,0.2427,3,low,1169.0,1,302.7,0.5374,medium
346.1,0.1698,0.3897,0.2413,0,high,518.7,0,0.0,0.2344,low
255.1,0.2216,0.2314,0.1019,3,medium,342.2,0,0.0,0.4705,medium
178.5,0.0841,0.3943,0.2219,0,medium,296.6,0,0.0,0.2976,low
122.2,0.4112,0.2619,0.5286,0,high,173.3,0,0.0,0.3958,medium
624.0,0.1819,0.4228,0.5189,0,low,1082.4,0,0.0,0.4092,medium
502.3,0.4067,0.1159,0.1846,1,high,795.2,1,154.3,0.3817,medium
719.9,0.6914,0.285,0.2164,1,high,1233.6,1,310.7,0.5549,medium
386.8,0.4735,0.1059,0.2111,2,high,640.1,0,0.0,0.4126,medium
53.7,0.3013,0.3347,0.385,1,medium,79.0,0,0.0,0.4079,medium
133.1,0.4181,0.3,0.2909,0,medium,177.8,0,0.0,0.3693,medium
404.3,0.1874,0.5071,0.2502,1,medium,556.9,0,0.0,0.393,medium
235.0,0.3578,0.4719,0.5083,0,medium,362.5,0,0.0,0.2962,low
207.8,0.102,0.3792,0.556,0,critical,235.8,0,0.0,0.4053,medium
145.9,0.5296,0.6832,0.2995,0,medium,257.2,0,0.0,0.4572,medium
553.3,0.3038,0.5358,0.3766,3,medium,950.5,1,309.8,0.6936,high
402.0,0.2697,0.5403,0.43,0,high,697.7,0,0.0,0.3506,medium
414.0,0.0985,0.0608,0.6039,0,medium,690.3,0,0.0,0.2594,low
198.0,0.2483,0.5507,0.2365,0,medium,292.9,0,0.0,0.4262,medium
335.2,0.3579,0.5751,0.5325,0,medium,510.6,0,0.0,0.5231,medium
125.3,0.1291,0.5005,0.2429,1,medium,167.7,0,0.0,0.3871,medium
274.7,0.0998,0.1121,0.5089,0,medium,303.5,1,45.4,0.3303,low
57.8,0.1596,0.2094,0.529,1,medium,84.2,0,0.0,0.2914,low
107.8,0.7175,0.5112,0.3341,1,medium,191.8,0,0.0,0.6499,high
242.4,0.1021,0.4246,0.4917,1,high,294.3,1,109.3,0.4665,medium
1399.4,0.21,0.3819,0.1915,0,high,2149.6,0,0.0,0.5629,medium
92.7,0.2646,0.6058,0.3073,2,low,128.4,1,98.6,0.4293,medium
133.2,0.0535,0.4859,0.1317,1,high,228.0,0,0.0,0.3346,low
344.1,0.273,0.1951,0.4542,0,medium,463.4,0,0.0,0.1919,low
944.0,0.1835,0.4653,0.5415,0,low,1658.7,0,0.0,0.2992,low
340.8,0.2902,0.2561,0.2973,1,medium,582.3,0,0.0,0.3549,medium
471.7,0.4187,0.1805,0.2932,0,high,754.7,0,0.0,0.4514,medium
240.0,0.2503,0.3259,0.2589,0,high,318.9,0,0.0,0.133,low
214.5,0.2647,0.3102,0.3143,0,medium,307.3,0,0.0,0.253,low
315.3,0.3923,0.6128,0.0456,0,medium,390.2,1,68.4,0.2818,low
194.8,0.2196,0.2668,0.3323,0,critical,348.3,1,76.7,0.3789,medium
478.6,0.6174,0.2595,0.2858,1,medium,549.5,0,0.0,0.5233,medium
105.2,0.3738,0.4521,0.2336,2,high,155.0,0,0.0,0.3762,medium
533.0,0.1478,0.3422,0.0851,2,medium,807.0,0,0.0,0.2586,low
306.6,0.3101,0.136,0.6864,0,low,531.4,1,108.5,0.3685,medium
259.9,0.1455,0.2789,0.1268,1,critical,338.4,1,47.8,0.2591,low
102.7,0.4107,0.1212,0.1745,1,high,163.7,0,0.0,0.2383,low
158.1,0.2265,0.4521,0.0829,0,medium,257.9,1,17.1,0.2274,low
651.4,0.4776,0.3892,0.2293,0,medium,1154.0,0,0.0,0.3585,medium
261.0,0.2245,0.2085,0.4484,1,critical,469.2,1,148.2,0.4969,medium
358.2,0.1784,0.4036,0.15,3,medium,624.5,1,224.2,0.5284,medium
168.7,0.1593,0.3249,0.4439,2,low,286.0,0,0.0,0.4368,medium
293.3,0.3935,0.2633,0.2232,3,medium,332.9,0,0.0,0.4783,medium
122.5,0.3171,0.504,0.2605,3,medium,215.4,0,0.0,0.5956,medium
318.9,0.2641,0.3952,0.4075,2,medium,455.6,1,128.9,0.4933,medium
380.3,0.433,0.3312,0.112,0,critical,524.3,0,0.0,0.3533,medium
368.1,0.3195,0.1529,0.383,0,low,413.8,1,60.9,0.2885,low
166.1,0.5114,0.486,0.0345,3,medium,185.7,1,136.6,0.5276,medium
239.3,0.2732,0.3781,0.1925,2,high,386.3,0,0.0,0.4788,medium
423.8,0.0613,0.3115,0.1931,1,high,490.3,0,0.0,0.291,low
260.5,0.4827,0.3755,0.2528,0,medium,341.9,0,0.0,0.2862,low
248.0,0.4486,0.4001,0.3249,4,medium,397.6,1,228.4,0.7479,high
1029.9,0.2018,0.4548,0.2207,0,medium,1741.9,1,331.2,0.4954,medium
161.1,0.2626,0.0728,0.0525,0,low,249.4,0,0.0,0.0771,low
603.2,0.0929,0.365,0.5272,0,low,746.4,0,0.0,0.2834,low
141.1,0.2233,0.4105,0.2199,4,medium,238.5,1,170.9,0.6694,high
457.4,0.1289,0.6353,0.2941,1,high,788.8,0,0.0,0.573,medium
473.6,0.3079,0.3091,0.3556,1,medium,671.4,1,109.5,0.2841,low
214.5,0.1602,0.2966,0.2077,0,medium,379.5,0,0.0,0.2345,low
135.5,0.0582,0.212,0.4731,0,low,213.7,1,69.2,0.3093,low
83.0,0.3575,0.4012,0.1474,0,high,104.7,0,0.0,0.3022,low
200.4,0.3353,0.1708,0.1646,1,low,314.2,0,0.0,0.3517,medium
420.8,0.2316,0.3771,0.4174,1,medium,653.3,1,132.1,0.3904,medium
148.3,0.2188,0.1603,0.216,0,medium,241.7,1,47.2,0.2299,low
318.3,0.0449,0.512,0.2254,1,low,357.0,0,0.0,0.4265,medium
114.5,0.2388,0.4451,0.0977,3,critical,153.9,0,0.0,0.5172,medium
256.7,0.3366,0.483,0.0867,1,low,320.1,0,0.0,0.33,low
141.8,0.4068,0.5367,0.2468,0,high,225.6,1,65.1,0.1872,low
284.1,0.18,0.5715,0.0708,1,medium,379.7,0,0.0,0.2785,low
215.8,0.1765,0.3638,0.2891,0,high,243.8,0,0.0,0.2939,low
137.9,0.1838,0.3977,0.1551,0,critical,240.1,0,0.0,0.317,low
194.8,0.0814,0.3808,0.1447,2,low,247.1,1,137.7,0.4534,medium
162.8,0.1397,0.5003,0.3431,2,medium,226.2,0,0.0,0.3265,low
127.2,0.3107,0.3181,0.1984,0,critical,206.9,0,0.0,0.3874,medium
604.1,0.1427,0.2254,0.0538,0,high,948.0,0,0.0,0.3199,low
236.5,0.1441,0.6711,0.1606,2,medium,284.7,0,0.0,0.5987,medium
71.4,0.067,0.4857,0.5904,0,high,108.2,0,0.0,0.4303,medium
199.3,0.1779,0.4814,0.1484,0,medium,257.7,0,0.0,0.331,low
541.6,0.4813,0.1283,0.5943,1,medium,674.0,0,0.0,0.5477,medium
182.2,0.5375,0.2577,0.0852,0,medium,247.0,1,47.6,0.3386,low
791.2,0.1434,0.1672,0.1328,0,critical,907.3,0,0.0,0.3481,low
171.3,0.1216,0.2681,0.262,0,low,221.9,0,0.0,0.2538,low
414.6,0.124,0.3705,0.2176,0,critical,469.5,0,0.0,0.2951,low
586.3,0.3217,0.3754,0.2977,1,high,1054.1,1,199.8,0.4715,medium
400.5,0.113,0.455,0.4587,0,low,441.6,0,0.0,0.198,low
122.3,0.1651,0.7147,0.4256,4,high,164.5,0,0.0,0.7142,high
162.0,0.2411,0.293,0.2111,0,high,212.8,0,0.0,0.3098,low
639.4,0.2417,0.38,0.242,0,high,1131.4,1,199.1,0.4305,medium
177.2,0.1216,0.1832,0.0718,3,high,294.8,0,0.0,0.3294,low
563.5,0.3113,0.4658,0.1769,0,high,636.7,0,0.0,0.2553,low
226.0,0.112,0.517,0.24,0,high,375.5,0,0.0,0.2777,low
327.6,0.0651,0.1557,0.0731,1,medium,374.1,0,0.0,0.3306,low
121.4,0.2187,0.2377,0.1804,0,medium,211.1,0,0.0,0.3353,low
201.3,0.5262,0.3887,0.3168,0,low,265.5,0,0.0,0.2691,low
169.2,0.2973,0.2211,0.3194,1,low,246.1,1,53.1,0.266,low
346.1,0.2234,0.5897,0.0303,0,high,501.4,0,0.0,0.2876,low
317.5,0.4134,0.589,0.1998,1,low,453.5,1,119.3,0.4301,medium
403.7,0.0779,0.4247,0.4859,0,low,668.2,0,0.0,0.3712,medium
217.3,0.1752,0.3437,0.1067,0,medium,258.9,1,20.6,0.2004,low
163.3,0.0456,0.3793,0.3052,2,high,252.9,0,0.0,0.515,medium
336.6,0.4439,0.3122,0.2302,0,high,435.4,0,0.0,0.3003,low
153.1,0.1057,0.665,0.1478,5,medium,213.9,1,214.4,0.7061,high
602.4,0.2347,0.041,0.3076,3,low,791.0,1,232.5,0.4872,medium
277.4,0.3233,0.3742,0.228,2,low,422.1,0,0.0,0.4283,medium
241.8,0.3718,0.103,0.0238,0,high,375.5,0,0.0,0.1731,low
403.6,0.3191,0.3446,0.1046,1,low,592.8,0,0.0,0.383,medium
284.4,0.307,0.2274,0.6591,1,low,413.1,1,102.0,0.3738,medium
101.7,0.3187,0.2291,0.6226,0,medium,125.1,0,0.0,0.3751,medium
149.9,0.5107,0.4381,0.2815,1,medium,226.3,0,0.0,0.5643,medium
594.4,0.1892,0.1738,0.2775,1,critical,672.0,0,0.0,0.5507,medium
315.6,0.0673,0.4631,0.2317,1,medium,429.4,1,94.8,0.2133,low
100.2,0.1349,0.2429,0.5033,0,high,157.8,0,0.0,0.2617,low
375.7,0.4524,0.3212,0.6105,1,high,589.7,1,176.9,0.6936,high
207.8,0.2466,0.2283,0.2751,3,high,351.4,0,0.0,0.5641,medium
169.3,0.21,0.5372,0.1179,0,medium,215.5,1,12.7,0.2499,low
142.0,0.2395,0.458,0.5588,4,low,197.7,1,161.5,0.6773,high
572.5,0.0888,0.3099,0.2666,0,medium,935.4,1,133.6,0.3694,medium
83.3,0.1147,0.3422,0.3299,0,medium,95.5,1,25.7,0.3326,low
173.4,0.1293,0.1278,0.2193,2,medium,298.2,0,0.0,0.2596,low
323.1,0.239,0.2179,0.237,0,high,524.7,0,0.0,0.3401,low
833.8,0.2121,0.4367,0.3155,0,low,1365.2,0,0.0,0.2774,low
428.4,0.1631,0.4413,0.082,2,medium,709.1,1,181.4,0.4314,medium
172.4,0.0795,0.5387,0.2086,0,high,271.5,1,35.7,0.1787,low
807.6,0.0734,0.2179,0.2978,0,low,1066.2,0,0.0,0.2344,low
123.9,0.1414,0.6822,0.4794,0,high,213.6,0,0.0,0.4341,medium
355.1,0.0835,0.1791,0.0946,1,medium,395.6,0,0.0,0.1283,low
410.4,0.2505,0.3681,0.118,0,critical,647.3,1,99.7,0.3436,low
168.6,0.3661,0.5589,0.1961,1,high,246.9,1,107.9,0.6169,high
470.3,0.1654,0.3011,0.4009,2,critical,785.1,1,181.4,0.482,medium
214.0,0.2719,0.6112,0.3153,0,low,289.0,0,0.0,0.3139,low
469.6,0.2419,0.1173,0.1914,0,medium,581.9,0,0.0,0.2965,low
90.4,0.2541,0.6733,0.275,0,high,145.4,0,0.0,0.234,low
371.6,0.3613,0.0456,0.1586,0,medium,524.4,0,0.0,0.1699,low
228.6,0.268,0.5086,0.5403,0,high,365.9,0,0.0,0.4094,medium
631.0,0.0617,0.1738,0.1733,0,medium,913.6,0,0.0,0.213,low
290.4,0.269,0.4156,0.1362,3,high,370.8,1,173.3,0.5684,medium
673.2,0.4237,0.1877,0.111,3,high,875.2,0,0.0,0.6466,high
415.7,0.0809,0.2746,0.113,0,medium,638.0,1,52.0,0.2051,low
275.1,0.1875,0.3204,0.3807,0,low,435.1,0,0.0,0.1555,low
498.7,0.2392,0.1671,0.0779,1,medium,657.9,0,0.0,0.304,low
500.8,0.1616,0.6698,0.5632,0,high,614.1,1,120.8,0.4534,medium
406.2,0.3337,0.3078,0.5003,0,medium,555.4,0,0.0,0.3908,medium
67.4,0.261,0.488,0.0847,0,critical,82.0,0,0.0,0.3815,medium
157.8,0.4121,0.447,0.2923,1,high,241.3,0,0.0,0.4076,medium
734.9,0.3495,0.2244,0.4334,3,low,957.8,1,305.3,0.6679,high
132.1,0.5276,0.2252,0.2952,0,medium,161.0,1,31.8,0.1896,low
530.4,0.1711,0.3624,0.4362,4,medium,594.8,0,0.0,0.5109,medium
473.0,0.2119,0.4376,0.209,2,medium,630.3,0,0.0,0.5043,medium
186.5,0.2371,0.5017,0.1295,0,medium,256.6,0,0.0,0.2637,low
81.7,0.3726,0.1054,0.1175,4,low,141.0,0,0.0,0.5443,medium
206.5,0.3546,0.1077,0.3427,0,medium,315.4,0,0.0,0.3246,low
1153.7,0.2562,0.187,0.3682,2,high,1745.0,1,351.1,0.456,medium
170.5,0.199,0.4376,0.4716,0,low,234.0,0,0.0,0.2796,low
178.3,0.0796,0.348,0.2852,0,high,219.9,0,0.0,0.3451,low
156.3,0.1524,0.4454,0.347,0,medium,234.9,0,0.0,0.3631,medium
658.3,0.1736,0.6409,0.1834,2,medium,1107.3,0,0.0,0.6466,high
255.2,0.2949,0.2249,0.4183,0,high,281.8,0,0.0,0.3309,low
199.0,0.2908,0.205,0.1208,1,high,296.0,0,0.0,0.3894,medium
749.0,0.3768,0.3137,0.4086,3,high,1242.5,0,0.0,0.6102,high
435.6,0.2347,0.4089,0.1401,1,medium,595.1,1,135.0,0.3926,medium
164.4,0.296,0.4049,0.2356,4,medium,190.9,0,0.0,0.5766,medium
134.9,0.4501,0.4567,0.3477,0,medium,183.5,0,0.0,0.5055,medium
634.5,0.4137,0.634,0.4884,1,medium,953.7,0,0.0,0.5506,medium
302.1,0.4991,0.4347,0.2697,0,medium,487.1,1,105.8,0.4228,medium
109.2,0.2921,0.473,0.3191,1,medium,161.9,1,73.0,0.4438,medium
93.8,0.4363,0.738,0.4551,2,low,146.4,1,112.2,0.6193,high
144.7,0.1622,0.3063,0.3543,0,medium,167.7,0,0.0,0.2542,low
133.5,0.4743,0.2861,0.4723,0,medium,199.8,1,78.0,0.4083,medium
79.0,0.2823,0.2981,0.1688,0,medium,130.9,0,0.0,0.3184,low
146.3,0.1943,0.4937,0.5098,0,high,230.5,0,0.0,0.2969,low
164.4,0.363,0.7103,0.4251,0,low,283.7,0,0.0,0.4386,medium
221.2,0.4914,0.0977,0.1403,0,high,359.4,0,0.0,0.2654,low
898.2,0.3665,0.4924,0.5494,0,high,1017.3,0,0.0,0.3905,medium
251.3,0.6099,0.1102,0.319,0,high,364.0,1,69.9,0.3657,medium
268.0,0.0838,0.248,0.3223,0,medium,433.3,1,65.7,0.3261,low
416.1,0.4314,0.3653,0.2191,1,medium,546.3,0,0.0,0.5159,medium
256.1,0.6574,0.4981,0.5368,0,high,408.6,0,0.0,0.4665,medium
387.6,0.3789,0.2639,0.3833,0,low,508.5,0,0.0,0.3389,low
358.7,0.0663,0.2562,0.5398,0,high,493.5,1,66.4,0.3491,low
323.7,0.0758,0.3559,0.2249,0,medium,477.0,0,0.0,0.349,low
1804.8,0.662,0.3147,0.5702,1,high,2800.0,0,0.0,0.5536,medium
540.4,0.4595,0.5218,0.2889,0,medium,785.2,0,0.0,0.4789,medium
148.0,0.2608,0.2479,0.1705,0,low,254.9,0,0.0,0.2503,low
