distance_km,estimated_time_min,weather_risk,traffic_risk,disruption_risk,cost,route_score
149.4,298.2,0.1257,0.1447,0.1739,492.16,0.9189
60.8,75.1,0.4007,0.3134,0.3309,133.6,0.8624
316.5,631.0,0.419,0.4766,0.1875,580.51,0.6959
258.6,485.9,0.5319,0.2904,0.0694,749.99,0.7982
170.3,283.3,0.5977,0.4657,0.3501,669.37,0.8266
118.4,148.9,0.5396,0.4474,0.2615,379.96,0.7491
246.9,356.6,0.439,0.2995,0.1168,453.76,0.7889
342.5,570.1,0.497,0.1337,0.2769,889.48,0.7953
262.0,425.2,0.1396,0.3221,0.368,555.14,0.7998
770.2,882.7,0.1989,0.2816,0.1707,1518.49,0.7476
400.8,588.6,0.1819,0.3838,0.0667,1246.73,0.744
227.0,409.0,0.1112,0.7488,0.1742,623.25,0.8098
410.3,562.1,0.3373,0.3296,0.0661,1555.26,0.8397
253.2,374.6,0.2189,0.157,0.3157,829.65,0.7753
252.6,301.3,0.1411,0.3847,0.5638,566.99,0.8362
606.3,601.6,0.1641,0.4423,0.2254,1717.82,0.7458
130.5,114.7,0.1072,0.4262,0.5425,203.03,0.8342
248.7,320.2,0.2613,0.3254,0.0891,796.31,0.896
562.7,876.8,0.2223,0.5323,0.2101,2176.91,0.7521
303.8,520.1,0.0898,0.3504,0.1781,612.41,0.8706
189.0,170.2,0.1315,0.5359,0.1505,673.37,0.7814
74.1,87.6,0.3537,0.321,0.147,169.88,0.8862
50.0,88.5,0.386,0.2732,0.0933,157.94,0.8798
1046.6,978.3,0.2673,0.5829,0.1388,3903.39,0.7584
303.7,604.9,0.3819,0.4148,0.1442,931.49,0.7455
162.6,253.5,0.1198,0.314,0.4592,263.48,0.971
312.5,602.5,0.1926,0.3882,0.188,962.59,0.7623
126.0,211.3,0.179,0.3117,0.3057,214.52,0.8065
194.1,379.7,0.2008,0.331,0.0554,400.58,0.8003
126.6,202.4,0.1458,0.566,0.0331,222.83,0.9204
91.0,102.1,0.3237,0.4695,0.05,160.2,0.9351
56.1,98.7,0.5017,0.2846,0.2785,215.43,0.9104
80.0,85.7,0.0361,0.6992,0.2626,188.21,0.829
500.1,739.2,0.2457,0.3798,0.2654,1830.67,0.8459
122.6,153.0,0.2151,0.2757,0.104,276.24,0.8884
355.8,625.9,0.1867,0.2624,0.1042,555.96,0.8305
478.0,818.1,0.0818,0.2467,0.2274,1049.28,0.7818
247.5,454.7,0.2317,0.2693,0.3488,540.78,0.8402
198.5,217.7,0.0521,0.072,0.0961,377.7,0.9076
268.6,536.4,0.4004,0.4747,0.1545,903.29,0.8103
182.8,322.9,0.2779,0.4432,0.1217,586.8,0.8127
568.3,718.4,0.2265,0.6377,0.216,1986.34,0.6907
910.1,867.5,0.1273,0.4716,0.3702,1412.81,0.6687
675.1,823.2,0.0301,0.2684,0.1895,1110.15,0.7762
54.3,50.3,0.2476,0.2039,0.2455,216.66,0.9429
180.2,277.2,0.4113,0.2534,0.2079,668.41,0.845
245.4,229.6,0.5608,0.4508,0.3223,383.84,0.7991
338.4,445.5,0.2799,0.2992,0.1035,1255.32,0.9043
73.0,116.9,0.7031,0.6562,0.1874,229.78,0.7694
72.2,97.0,0.6261,0.4458,0.4889,141.64,0.6396
610.8,1134.8,0.0963,0.3078,0.0248,1309.85,0.8306
165.4,180.2,0.2476,0.3774,0.1084,603.78,0.8404
86.4,123.4,0.2281,0.3622,0.1595,208.49,0.9038
113.0,214.2,0.3007,0.4971,0.105,203.72,0.8609
321.6,393.6,0.1324,0.2842,0.1794,576.3,0.8995
137.6,188.1,0.3764,0.6,0.1492,351.82,0.804
289.8,556.2,0.2267,0.4051,0.1628,651.39,0.9044
123.3,172.6,0.4537,0.4176,0.0673,310.72,0.9054
72.2,132.6,0.2866,0.4383,0.4841,110.0,0.8029
663.2,1279.0,0.2411,0.6296,0.2611,1134.06,0.6416
323.3,358.1,0.4435,0.3988,0.1235,1270.27,0.8271
193.7,337.6,0.2227,0.3148,0.1935,746.36,0.8774
169.9,269.2,0.3791,0.2731,0.5762,579.6,0.7048
682.3,1353.7,0.2282,0.4825,0.05,1207.79,0.6876
370.2,556.3,0.6319,0.4053,0.4846,1304.08,0.697
546.1,956.4,0.1577,0.4149,0.0747,1980.21,0.7721
162.6,197.6,0.038,0.3477,0.1402,249.52,0.8965
253.5,387.3,0.3599,0.4672,0.4305,708.93,0.7849
324.3,562.4,0.272,0.3601,0.0463,1133.23,0.8222
166.5,326.4,0.1563,0.1784,0.0572,469.34,0.8655
228.9,252.3,0.4822,0.1748,0.198,713.32,0.8859
162.6,145.5,0.274,0.1021,0.231,648.64,1.0
323.5,637.9,0.2717,0.2941,0.1578,984.07,0.7884
97.0,147.8,0.2827,0.5294,0.2636,279.03,0.7782
365.2,299.7,0.1804,0.4451,0.0161,587.94,0.8196
304.1,433.1,0.044,0.3422,0.1587,660.86,0.7888
212.2,408.2,0.129,0.1971,0.2506,834.7,0.8557
335.2,664.1,0.3787,0.361,0.1184,867.58,0.6776
189.5,225.7,0.2238,0.1313,0.3076,322.47,0.8819
153.1,266.1,0.1736,0.284,0.2927,495.08,0.9027
358.0,483.5,0.3073,0.6106,0.0405,1325.3,0.7397
369.0,471.5,0.2223,0.7303,0.4303,1110.31,0.7352
171.6,293.3,0.3397,0.3251,0.0612,621.34,0.8524
161.6,181.6,0.573,0.1809,0.1273,402.41,0.7771
215.3,282.4,0.1904,0.3697,0.1912,798.91,0.7433
166.3,182.2,0.1777,0.4461,0.1121,449.66,0.8969
711.6,691.1,0.2921,0.5244,0.1924,2156.82,0.6994
305.4,383.3,0.1436,0.3823,0.19,692.05,0.8084
247.2,482.3,0.2525,0.1768,0.0253,952.98,0.9579
127.4,165.9,0.1033,0.3096,0.1826,441.38,0.9386
410.5,664.9,0.1979,0.6935,0.1837,651.88,0.7001
159.5,182.1,0.1412,0.5343,0.4195,560.79,0.836
154.9,284.9,0.1102,0.5431,0.2035,376.84,0.8548
420.2,651.3,0.2628,0.5618,0.1455,969.5,0.7317
320.9,622.7,0.3574,0.5827,0.0826,897.49,0.7464
50.0,59.6,0.6183,0.7691,0.1089,91.58,0.6593
219.1,316.7,0.4491,0.4902,0.2595,527.62,0.735
267.2,275.0,0.4217,0.3811,0.1817,882.95,0.8078
192.9,185.8,0.3167,0.2796,0.2137,509.6,0.8622
273.8,411.3,0.2124,0.461,0.0481,497.52,0.7127
68.9,121.6,0.2431,0.457,0.034,191.64,0.7935
50.0,52.0,0.3551,0.4215,0.1536,147.37,0.885
123.6,203.2,0.2031,0.4691,0.2534,241.64,0.8556
298.1,478.8,0.3254,0.4017,0.13,727.71,0.8606
50.0,69.0,0.3147,0.138,0.1297,185.75,0.8879
135.6,233.2,0.3787,0.6728,0.1116,277.54,0.8229
63.7,96.3,0.3429,0.1181,0.243,108.08,0.8411
206.5,399.7,0.1282,0.1373,0.482,459.84,0.9339
963.5,1653.7,0.2174,0.3231,0.1677,2140.83,0.6714
210.2,391.8,0.3461,0.3046,0.2849,542.3,0.8338
227.0,280.0,0.1583,0.7949,0.2237,417.42,0.7709
440.3,780.7,0.2472,0.5892,0.1895,1357.81,0.7447
248.4,494.4,0.3163,0.5116,0.4748,463.54,0.7251
210.5,209.7,0.0732,0.4816,0.4118,732.53,0.8554
468.1,661.6,0.1546,0.1291,0.0445,1408.97,0.7938
340.5,624.7,0.5202,0.799,0.0729,1284.87,0.7198
299.5,382.1,0.2997,0.5297,0.2497,625.29,0.7976
222.0,313.0,0.0832,0.1466,0.2333,450.8,0.8489
192.0,325.9,0.4829,0.3784,0.356,767.43,0.7419
465.0,832.2,0.2565,0.3164,0.1374,1341.32,0.8733
193.3,201.0,0.6043,0.26,0.5163,374.34,0.8266
579.3,735.4,0.2207,0.2662,0.128,882.64,0.8304
117.6,149.7,0.3036,0.1219,0.2203,386.27,0.848
667.6,656.5,0.1992,0.2079,0.5398,1917.23,0.8014
340.5,309.6,0.0557,0.2632,0.2861,613.77,0.8758
124.2,210.4,0.3841,0.1099,0.3016,347.71,0.796
349.4,636.8,0.5745,0.2315,0.1029,790.05,0.8202
155.2,301.5,0.2344,0.4178,0.2212,267.94,0.8439
250.5,487.8,0.1606,0.2948,0.0247,546.48,0.9396
174.1,347.0,0.3366,0.5213,0.0113,679.68,0.8534
223.0,200.6,0.1548,0.2429,0.1721,463.39,0.8698
473.0,603.6,0.0828,0.6018,0.1166,973.88,0.8218
351.8,316.1,0.1759,0.4708,0.2594,971.36,0.7849
111.3,179.6,0.2065,0.4567,0.091,399.56,0.7963
115.9,227.9,0.5277,0.3777,0.0566,355.59,0.8082
295.8,249.6,0.0567,0.1504,0.356,984.62,0.8339
311.1,445.4,0.1584,0.2128,0.0095,644.91,0.8707
152.6,219.7,0.4842,0.5346,0.3042,315.69,0.7932
745.4,742.4,0.1752,0.8183,0.2481,2785.76,0.6825
432.4,778.5,0.4734,0.4721,0.0313,681.34,0.7841
157.9,201.1,0.5619,0.2655,0.2595,404.39,0.8431
147.6,192.5,0.0755,0.4752,0.0668,582.73,0.8465
208.6,407.7,0.496,0.3135,0.3124,467.6,0.7669
194.0,212.8,0.3038,0.2325,0.1596,326.63,0.7944
589.5,744.3,0.1836,0.2073,0.1019,1598.83,0.8004
487.4,840.4,0.0896,0.4643,0.0482,860.7,0.9076
250.8,345.1,0.4082,0.3233,0.3502,878.9,0.8572
393.3,599.4,0.1594,0.066,0.4786,602.49,0.9184
435.3,597.9,0.2903,0.1727,0.0829,1511.75,0.9096
254.9,290.6,0.3437,0.3009,0.2062,785.7,0.7818
324.4,322.8,0.4929,0.5105,0.0921,996.58,0.8525
370.9,675.1,0.3511,0.497,0.1662,615.76,0.8294
344.2,389.1,0.5203,0.2273,0.0899,544.71,0.8764
141.9,283.3,0.4298,0.2756,0.2281,558.3,0.8442
152.3,123.6,0.3823,0.4209,0.1355,586.02,0.9215
199.9,371.5,0.1089,0.4558,0.3584,682.02,0.913
149.2,289.0,0.1623,0.6757,0.3021,278.88,0.8109
87.3,76.0,0.1933,0.1314,0.0808,238.95,0.9285
392.7,610.0,0.3299,0.4371,0.5497,1392.7,0.6925
311.8,542.4,0.462,0.2135,0.1199,1129.45,0.7999
95.8,147.4,0.0792,0.2501,0.415,156.68,0.9548
206.7,383.7,0.1692,0.4152,0.2245,395.29,0.779
215.1,206.3,0.0586,0.3401,0.1347,423.15,1.0
277.9,538.8,0.3075,0.2143,0.1149,843.58,0.9854
114.7,167.6,0.4732,0.2325,0.2737,392.11,0.7971
94.8,115.1,0.4859,0.2726,0.4115,199.17,0.8609
352.1,503.5,0.3399,0.4463,0.3454,537.02,0.7899
83.6,100.9,0.2541,0.3912,0.0387,223.26,0.9314
207.9,280.0,0.4526,0.2707,0.0065,745.74,0.8377
194.8,192.4,0.1278,0.222,0.0423,527.52,0.8495
224.5,407.1,0.3191,0.5079,0.4642,372.18,0.7511
292.0,370.2,0.091,0.141,0.366,1007.68,0.9179
749.2,1019.2,0.5264,0.397,0.261,1715.94,0.605
79.9,151.1,0.0796,0.3175,0.4473,154.74,0.8795
452.0,853.5,0.6793,0.1851,0.2653,1074.89,0.6669
50.0,87.3,0.1993,0.5527,0.1621,130.31,0.896
649.1,542.7,0.1839,0.1586,0.317,2015.88,0.8822
58.6,110.5,0.6363,0.4347,0.1367,217.03,0.7627
1346.8,1382.5,0.2008,0.1417,0.2614,4077.85,0.7057
186.3,247.0,0.3258,0.5808,0.3834,391.23,0.7999
603.8,1137.3,0.1039,0.6553,0.0911,1015.34,0.8285
522.6,477.7,0.148,0.4696,0.479,1875.43,0.7673
180.3,173.0,0.2412,0.1905,0.0788,715.83,0.9468
190.2,283.7,0.3843,0.2035,0.0454,548.18,0.8643
136.2,185.4,0.1111,0.3456,0.2942,257.05,0.7604
424.6,538.2,0.6615,0.5167,0.4039,832.34,0.6295
181.9,322.3,0.5198,0.253,0.0085,336.34,0.9148
137.9,258.4,0.2548,0.6985,0.1822,538.59,0.8257
356.4,709.2,0.3589,0.5285,0.0516,827.66,0.8791
130.6,123.7,0.0604,0.6142,0.209,351.42,0.7871
194.4,313.2,0.3245,0.115,0.1517,531.92,0.9143
263.7,486.8,0.4956,0.5894,0.0693,536.64,0.7748
156.1,169.9,0.318,0.425,0.3395,542.29,0.7024
173.5,238.7,0.1706,0.4877,0.308,303.33,0.9393
716.6,579.4,0.2422,0.4932,0.0177,2695.8,0.7743
212.1,203.9,0.5714,0.3621,0.0279,638.3,0.7528
190.2,180.9,0.2572,0.6319,0.0768,695.94,0.8334
216.5,357.0,0.2424,0.728,0.3913,859.24,0.7729
336.3,520.2,0.5469,0.2929,0.1995,868.58,0.7821
118.7,100.4,0.1553,0.6033,0.1891,340.03,0.9126
330.0,499.9,0.1385,0.3165,0.0337,640.96,0.8357
292.7,258.1,0.2798,0.5603,0.2419,563.05,0.8122
70.0,72.9,0.238,0.2621,0.1356,274.89,0.8135
859.2,1616.7,0.4237,0.1992,0.157,1865.41,0.7069
680.3,909.4,0.2181,0.517,0.2415,1887.9,0.698
139.7,242.8,0.1185,0.4903,0.1091,444.32,0.8075
111.5,131.3,0.3454,0.4799,0.172,392.01,0.8098
287.0,267.8,0.4848,0.5002,0.2056,974.97,0.7065
90.2,168.3,0.8187,0.3357,0.2339,175.9,0.7135
635.9,633.7,0.4274,0.2625,0.4583,1837.38,0.6395
176.3,215.0,0.3551,0.4414,0.451,511.24,0.7953
761.5,1250.0,0.5427,0.5924,0.3971,2537.05,0.6619
137.4,207.5,0.4503,0.592,0.1462,272.69,0.7781
226.2,432.9,0.5619,0.1724,0.2076,436.7,0.6835
594.1,1179.4,0.2012,0.6309,0.0847,2114.93,0.7678
195.1,190.5,0.2824,0.2644,0.4577,695.89,0.9269
296.0,317.3,0.2705,0.4609,0.4218,1071.59,0.8196
525.8,823.9,0.2024,0.4433,0.0946,1615.01,0.7452
165.8,161.8,0.2326,0.2383,0.314,471.29,0.7949
101.2,146.8,0.1067,0.5612,0.1577,293.39,0.8761
88.1,109.9,0.4461,0.407,0.0532,178.32,0.8141
368.1,686.8,0.1407,0.528,0.3158,1197.96,0.7925
321.2,610.9,0.291,0.2868,0.3399,614.44,0.772
514.5,571.4,0.2813,0.2343,0.1462,1061.35,0.7721
202.0,184.8,0.1951,0.61,0.1723,615.06,0.8196
89.9,178.8,0.1744,0.2397,0.5973,312.75,0.7745
50.0,49.0,0.1562,0.4556,0.0583,190.8,0.9274
1821.8,1836.6,0.292,0.4876,0.0595,6694.28,0.6203
353.8,390.1,0.3451,0.3413,0.2965,1362.47,0.7941
269.3,325.6,0.2353,0.6796,0.147,1050.63,0.7781
297.4,290.7,0.139,0.3186,0.3113,452.6,0.8544
89.8,106.6,0.1055,0.2617,0.0855,316.99,0.8732
140.3,115.9,0.3,0.3266,0.509,381.15,0.7384
829.1,1460.2,0.0874,0.6336,0.4523,1247.24,0.7684
387.9,433.0,0.1529,0.1219,0.3523,1155.66,0.8183
143.4,255.4,0.2203,0.2994,0.4611,236.54,0.8112
103.7,163.4,0.0645,0.5197,0.1571,367.39,0.841
170.5,234.8,0.3732,0.4233,0.5045,268.11,0.7518
196.2,385.9,0.128,0.7025,0.0637,651.4,0.7856
1027.0,1298.1,0.5199,0.4686,0.2137,2128.81,0.6723
214.5,217.5,0.0742,0.3473,0.3941,404.07,0.812
106.4,158.9,0.1934,0.4427,0.1738,191.43,0.9107
234.9,227.4,0.1928,0.2386,0.0467,426.3,0.913
294.4,333.3,0.0722,0.5577,0.0542,521.78,0.8054
99.8,188.6,0.3994,0.3167,0.6093,275.79,0.7496
324.3,606.5,0.1994,0.1644,0.0367,863.14,0.9409
570.3,775.0,0.1187,0.4632,0.0683,1900.87,0.8127
269.6,370.5,0.5468,0.4329,0.3297,849.97,0.773
140.1,207.3,0.2036,0.391,0.2049,316.36,0.9641
169.0,152.3,0.4551,0.1687,0.1886,659.69,0.8343
76.6,84.6,0.1733,0.0826,0.2048,282.63,0.9643
222.8,333.3,0.417,0.216,0.0006,751.09,0.8622
304.2,360.5,0.3497,0.5037,0.0405,479.57,0.7173
130.6,138.0,0.4076,0.3888,0.367,261.57,0.7935
951.3,1500.0,0.4057,0.3793,0.3294,3005.83,0.6389
426.1,630.5,0.4981,0.859,0.0733,723.71,0.6742
69.8,83.2,0.641,0.6224,0.089,255.22,0.6686
70.8,136.2,0.1446,0.2028,0.2448,143.75,0.9207
122.9,213.0,0.484,0.6291,0.6324,223.61,0.6691
736.0,1115.3,0.197,0.206,0.3163,2421.7,0.6909
456.5,480.0,0.3184,0.4202,0.1451,1741.03,0.8987
762.5,1203.0,0.1866,0.1449,0.291,2018.32,0.793
246.4,400.5,0.4727,0.3936,0.3869,947.15,0.7633
211.3,316.5,0.5793,0.6357,0.4703,550.33,0.7997
102.2,160.0,0.445,0.539,0.0779,256.04,0.8175
312.6,310.9,0.3783,0.6066,0.4085,967.86,0.8024
213.3,256.4,0.5562,0.5099,0.2539,591.73,0.8261
207.6,388.0,0.4463,0.3958,0.4081,488.35,0.724
759.5,732.5,0.3241,0.7142,0.1311,2114.3,0.6958
224.0,337.7,0.0292,0.7624,0.4851,381.41,0.7607
621.2,1166.1,0.13,0.344,0.0689,1858.78,0.8231
80.5,65.8,0.489,0.4117,0.2858,286.45,0.854
1606.3,3149.2,0.366,0.5568,0.0536,3040.68,0.4893
188.4,350.5,0.2093,0.1536,0.0293,295.44,0.8073
401.4,665.6,0.2672,0.2946,0.3486,955.85,0.7634
448.7,740.8,0.4525,0.3105,0.3169,1009.98,0.7481
172.8,318.1,0.183,0.4842,0.2756,556.42,0.7815
434.1,436.4,0.1699,0.2677,0.5419,731.99,0.8057
450.2,738.3,0.2895,0.7889,0.1554,1034.55,0.7352
148.5,180.0,0.2902,0.3702,0.2129,230.41,0.8153
149.8,277.2,0.5034,0.1387,0.2401,550.21,0.8632
252.6,363.7,0.0697,0.1961,0.3295,663.79,0.8053
225.7,388.0,0.1645,0.4371,0.0831,344.52,0.8613
648.8,649.1,0.3812,0.1659,0.0407,2479.57,0.7486
400.2,436.4,0.0713,0.4699,0.3054,920.53,0.8186
232.9,420.6,0.1099,0.8016,0.287,571.58,0.8168
374.0,476.6,0.0379,0.2553,0.4753,568.52,0.8783
58.4,83.7,0.3163,0.0811,0.3376,197.76,0.876
159.1,265.7,0.0921,0.2778,0.2949,630.91,0.9695
299.3,300.4,0.5925,0.2987,0.1234,1071.35,0.7927
534.2,621.3,0.3211,0.57,0.0239,2031.5,0.7739
281.4,335.1,0.1877,0.2612,0.4376,894.75,0.8465
679.1,1290.3,0.486,0.5374,0.1477,1413.36,0.6498
449.2,433.6,0.1773,0.5007,0.3185,1761.25,0.8217
173.8,216.5,0.5418,0.3352,0.0902,608.61,0.8049
221.8,432.9,0.2582,0.2577,0.1655,483.14,0.8368
325.7,586.8,0.1965,0.2228,0.0392,813.64,0.8572
178.7,286.8,0.0902,0.2084,0.0825,397.35,0.8735
714.7,1042.6,0.2256,0.711,0.2552,2406.25,0.7018
112.6,203.4,0.5263,0.3755,0.0404,407.86,0.8069
305.3,590.9,0.3363,0.325,0.2501,1020.17,0.868
409.4,781.6,0.5213,0.7807,0.097,896.93,0.6737
196.5,307.9,0.2353,0.5813,0.1693,571.39,0.8818
167.8,280.8,0.1983,0.3268,0.0694,271.86,0.834
232.0,401.4,0.2221,0.351,0.3769,913.59,0.7822
432.0,765.1,0.2597,0.419,0.0866,870.22,0.8305
172.4,289.7,0.4334,0.1906,0.0509,266.38,0.8024
115.8,117.6,0.6132,0.1397,0.0437,428.37,0.8397
547.5,937.1,0.3839,0.5612,0.4308,1360.77,0.7719
323.6,410.5,0.2675,0.194,0.1689,517.35,0.7935
495.5,515.2,0.3493,0.4937,0.3103,1780.02,0.7348
416.4,384.3,0.1084,0.175,0.2476,1383.12,0.7767
1125.4,1224.9,0.4885,0.3975,0.0819,1791.79,0.7303
534.0,752.6,0.3965,0.3636,0.246,927.74,0.7769
147.4,161.6,0.394,0.3959,0.2985,363.45,0.7345
340.1,543.8,0.3223,0.588,0.1781,1236.53,0.7657
165.6,324.2,0.2765,0.2559,0.0149,574.37,0.8639
178.1,151.9,0.1511,0.5081,0.2456,270.54,0.7464
91.0,87.1,0.2142,0.6123,0.4244,221.72,0.797
200.3,219.7,0.3133,0.6351,0.5028,497.36,0.7186
358.4,632.6,0.4778,0.5751,0.0445,1020.73,0.8006
233.6,263.0,0.5937,0.2029,0.0809,799.83,0.8708
113.3,116.7,0.1059,0.4895,0.1529,221.83,0.8151
84.3,82.9,0.0572,0.3594,0.0688,331.59,0.9265
1073.1,1051.5,0.3286,0.6738,0.5387,3064.22,0.6476
307.2,511.2,0.1439,0.5638,0.1973,599.38,0.8235
137.4,226.7,0.4103,0.4175,0.251,214.44,0.8382
338.1,396.7,0.6718,0.1599,0.2725,560.3,0.785
1132.8,1517.2,0.4035,0.519,0.0258,3420.72,0.6489
377.8,587.0,0.2466,0.1558,0.2139,1429.98,0.8067
50.0,98.5,0.0617,0.4358,0.115,89.78,0.8794
1566.5,2650.2,0.4183,0.6733,0.4093,4073.6,0.4321
67.1,118.3,0.2457,0.4809,0.184,192.86,0.9239
211.8,418.0,0.1166,0.2472,0.0962,738.26,0.9101
110.7,139.2,0.3928,0.2068,0.3431,441.28,0.7975
145.8,128.7,0.8466,0.6594,0.6071,562.62,0.7474
298.6,506.5,0.276,0.4548,0.3738,872.03,0.7667
57.4,54.3,0.1288,0.3213,0.3247,89.86,0.9498
229.7,304.7,0.3847,0.46,0.0896,763.91,0.7985
546.3,921.1,0.2636,0.6634,0.2482,1233.78,0.6747
135.6,199.3,0.5237,0.2304,0.0152,527.38,0.8787
92.5,114.7,0.2534,0.3865,0.0808,147.37,0.8765
222.0,314.6,0.0972,0.5019,0.1303,471.19,0.8147
193.1,211.3,0.0662,0.283,0.0699,422.17,0.8656
161.3,143.4,0.1866,0.1348,0.1531,271.18,0.9918
106.5,137.9,0.1138,0.0781,0.292,419.2,0.916
351.9,306.2,0.5233,0.463,0.2614,867.18,0.6817
371.2,733.3,0.124,0.3936,0.0571,1315.11,0.8276
116.1,155.2,0.6902,0.1604,0.2122,458.21,0.812
127.9,237.7,0.0746,0.3073,0.0304,509.97,0.96
269.2,522.9,0.5258,0.2202,0.0772,670.74,0.8992
124.5,166.8,0.0482,0.3816,0.199,261.36,1.0
277.3,361.7,0.4007,0.0864,0.1329,989.22,0.825
683.8,1280.1,0.2242,0.4716,0.2791,2387.81,0.6471
234.7,197.5,0.0861,0.2045,0.466,358.68,0.9124
104.6,144.9,0.4206,0.4891,0.1569,312.54,0.8869
322.0,361.4,0.1773,0.3307,0.2069,797.3,0.7121
216.1,368.0,0.4185,0.1523,0.056,506.28,0.7636
220.3,397.4,0.3595,0.5337,0.1727,865.09,0.7818
341.3,526.9,0.2054,0.7198,0.1765,1204.49,0.8062
396.9,511.4,0.2571,0.5105,0.2462,1391.71,0.5644
250.8,367.7,0.2308,0.1118,0.4769,685.97,0.8327
234.5,349.2,0.1812,0.0878,0.1494,676.2,0.8904
1037.4,1620.6,0.2189,0.3292,0.0624,2209.87,0.6939
567.0,1081.1,0.0858,0.7048,0.1276,1365.63,0.7725
438.6,481.9,0.3575,0.203,0.0951,1428.16,0.9283
268.2,279.5,0.4516,0.5384,0.096,880.22,0.7376
121.0,124.4,0.3161,0.6261,0.5546,384.66,0.7749
538.7,881.7,0.268,0.4489,0.0458,2063.28,0.7296
270.7,510.5,0.3209,0.4277,0.2619,662.16,0.7617
163.4,194.8,0.0858,0.3074,0.0878,247.89,0.7703
206.4,269.3,0.1443,0.254,0.1535,446.47,0.8423
124.4,244.1,0.4004,0.5837,0.1581,306.26,0.7462
512.9,499.8,0.4594,0.4776,0.0294,1773.33,0.807
394.7,732.4,0.3725,0.3887,0.1029,1430.45,0.7253
277.9,542.2,0.3535,0.21,0.3162,601.04,0.8723
237.5,417.8,0.3012,0.2711,0.2478,764.41,0.8528
151.9,182.9,0.1516,0.5438,0.3516,395.09,0.7823
55.1,87.3,0.0898,0.1674,0.1278,214.54,0.9289
91.0,104.6,0.3435,0.1304,0.2027,159.47,0.8396
145.5,137.5,0.2408,0.4176,0.3083,535.31,0.7713
131.0,121.6,0.1484,0.2146,0.0137,277.49,1.0
299.6,243.1,0.4233,0.3984,0.098,779.23,0.7881
431.8,852.5,0.2804,0.3502,0.0035,991.61,0.8631
223.7,354.7,0.5442,0.5545,0.2095,847.02,0.6342
656.1,777.7,0.5134,0.387,0.1334,1427.17,0.6497
141.5,211.5,0.122,0.4264,0.1207,383.48,0.9243
222.5,343.4,0.498,0.2234,0.1427,689.4,0.7664
236.1,240.7,0.1213,0.3277,0.2463,774.85,0.9231
525.6,602.7,0.1317,0.2816,0.0709,1268.98,0.9765
263.5,383.9,0.2577,0.1731,0.1454,662.27,0.8931
268.7,485.7,0.3328,0.2337,0.0729,1042.07,0.8356
76.8,73.4,0.2168,0.2822,0.1417,292.37,0.7984
130.3,238.5,0.4286,0.4516,0.2174,217.43,0.799
527.0,806.7,0.3264,0.2174,0.1303,1600.03,0.8249
57.2,79.4,0.2433,0.2946,0.1671,121.31,0.8694
626.5,609.4,0.0694,0.1793,0.2208,1823.11,0.9395
347.2,506.8,0.2508,0.5134,0.0991,827.12,0.844
145.0,177.5,0.0863,0.5559,0.0959,393.06,0.8005
136.7,140.3,0.4232,0.3822,0.0715,545.78,0.8345
922.6,1712.3,0.2947,0.4795,0.1564,3286.68,0.6618
657.2,889.0,0.1956,0.3377,0.0837,1535.62,0.7757
225.1,201.6,0.0928,0.2134,0.3884,675.92,0.8951
268.9,312.6,0.072,0.1536,0.1226,695.93,0.9732
155.7,158.4,0.2533,0.8284,0.2816,513.15,0.7215
268.9,518.2,0.2338,0.4212,0.3462,1066.19,0.82
152.7,166.7,0.0985,0.122,0.1857,543.27,0.8317
231.6,326.0,0.3634,0.6905,0.0809,621.77,0.7494
868.9,1472.5,0.1641,0.1213,0.0249,1502.79,0.8604
228.9,226.6,0.2754,0.4262,0.0326,822.08,0.8452
117.5,155.7,0.1738,0.3547,0.302,341.09,0.8682
94.0,148.9,0.0938,0.3998,0.295,213.58,0.8227
267.5,497.0,0.6372,0.3912,0.4519,641.65,0.8232
143.6,227.7,0.101,0.228,0.4546,465.73,0.851
290.8,260.6,0.1713,0.7195,0.467,531.43,0.7895
78.8,93.4,0.1717,0.3225,0.1899,240.63,0.9107
396.7,484.4,0.1746,0.1182,0.0215,1479.29,0.9541
116.5,147.5,0.1047,0.4433,0.2097,395.1,0.9084
252.8,487.8,0.0412,0.2757,0.0998,579.39,0.833
193.1,162.7,0.402,0.1975,0.0325,412.62,0.8154
814.7,947.2,0.1,0.2731,0.1533,1970.04,0.8177
275.9,383.8,0.3438,0.134,0.148,520.62,0.8608
955.1,863.1,0.2622,0.0483,0.3622,3610.94,0.7575
362.3,500.1,0.217,0.4847,0.0272,935.13,0.8178
663.7,616.3,0.3003,0.1406,0.5283,2232.95,0.7671
211.4,381.7,0.1785,0.2255,0.0461,831.68,0.8763
311.6,350.3,0.1812,0.6995,0.3283,1045.51,0.709
574.2,819.8,0.5003,0.6356,0.2248,1310.09,0.6617
461.0,710.9,0.2825,0.3652,0.0743,775.81,0.7918
354.9,414.1,0.447,0.5812,0.1791,1195.1,0.7329
194.5,237.6,0.1492,0.3851,0.0742,621.15,0.8227
219.0,309.3,0.4164,0.615,0.2629,692.55,0.8405
542.6,958.5,0.4834,0.6053,0.032,2073.27,0.7312
627.7,843.2,0.0957,0.3691,0.0954,2106.83,0.7845
161.6,224.4,0.116,0.3737,0.1623,484.43,0.9153
145.4,220.3,0.5249,0.6282,0.2516,415.0,0.7506
129.9,170.3,0.2863,0.4162,0.2284,345.5,0.7825
